betai_mode,betaj_mode,betaij_mode,k_mode,m_mode,betai_low,betaj_low,betaij_low,k_low,m_low,betai_hi,betaj_hi,betaij_hi,k_hi,m_hi,betai,betaj,betaij,k,m,sigma,gamma,Ni,Ei0,Ii0,Ri0,Nj,Ej0,Ij0,Rj0
10.14039175,9.408177621,0.303496161,2.241682712,11.81678408,8.838833359,8.195330117,0.024518615,1.162622245,3.11931335,11.74375863,10.72688261,0.635738555,3.468266389,26.03220067,10.59386424,9.753430125,0.007807902,1.93291268,16.34245587,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
12.25340402,9.416519502,0.206965976,5.463544105,9.132234056,11.30876503,8.449252115,0.037295238,2.907424445,4.168324333,13.44148107,10.56992745,0.413933854,8.704898051,21.76893296,11.7021849,9.333657523,0.291416948,4.610332799,17.15683952,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.96023053,10.07999148,0.296540453,3.17853469,9.807701884,10.66903862,8.878622153,0.055119701,1.746041185,1.603582848,13.20942361,11.00186683,0.665232295,5.236026079,23.50245441,11.79159395,10.35095484,0.137227207,3.316838021,11.73536663,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.38151374,10.90531484,0.204573447,4.925036269,2.717294303,8.585709033,10.19548506,0.040977245,2.328855329,0.005348372,11.46958325,12.11500782,0.472974415,8.445797313,9.554624298,10.27609448,10.24993887,0.276286392,5.824914621,4.503951798,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.33191026,8.128240517,0.052346712,2.723078246,11.17284013,7.778723572,5.999058819,6.10E-05,0.814632835,2.794583079,18.93909106,10.30744008,0.196676753,4.477031232,36.53190271,10.06449507,9.809410578,0.060980375,4.084934312,12.11135746,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.90268208,9.826007159,0.307711002,3.521247563,3.908789196,9.584509656,8.899686215,0.058267249,1.83426296,0.024357334,12.4223805,11.11321079,0.666293936,5.550947725,11.22778166,11.41504411,9.929624349,0.197484565,2.716773127,4.073213602,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.8340651,9.030607524,0.1766532,2.479336816,15.96291696,9.243995512,7.982665281,0.045085388,1.439649272,6.538725074,11.86677782,10.35035527,0.484715411,4.041298141,42.4746524,11.75522491,8.567594461,0.269858327,2.55227154,8.87862571,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.932515121,3.598150786,0.163892177,6.481161602,5.49170468,8.357421008,0.035086018,0.003757701,1.640248815,0.639636621,10.91343364,8.471806895,0.506452713,23.58684686,13.73843029,10.408564,8.414790094,0.072919442,5.621808705,2.815607859,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.21110198,7.381654703,0.126135522,1.161777617,11.82248722,9.881796132,3.729369076,0.001436344,0.644585892,0.010334097,12.96517101,10.4743073,0.724502507,1.798210136,28.01605076,11.30775213,8.065119378,0.178203999,1.527422856,5.887735286,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.8729308,9.194499323,0.242683349,5.027320006,2.87607161,10.89131854,7.860485833,0.011102056,2.944730613,0.058799494,12.94210818,10.54425615,0.491368054,8.835183833,9.364462346,11.93416377,8.890807523,0.294166468,3.866264512,5.443319753,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
